date;temperature_F;total_sales_RS;temperature_C
Friday/January 27/2006;54;32.028;18
Saturday/January 28/2006;53;31.417;17
Sunday/January 29/2006;55;32.020;18
Monday/January 30/2006;58;33.227;20
Tuesday/January 31/2006;55;32.616;19
Wednesday/February 1/2006;57;32.614;19
Thursday/February 2/2006;51;30.783;16
Friday/February 3/2006;57;33.219;20
Saturday/February 4/2006;57;32.605;19
Sunday/February 5/2006;57;33.212;20
Monday/February 6/2006;54;31.992;18
Tuesday/February 7/2006;60;33.806;21
Wednesday/February 8/2006;54;31.978;18
Thursday/February 9/2006;54;31.974;18
Friday/February 10/2006;54;31.973;18
Saturday/February 11/2006;56;32.581;19
Sunday/February 12/2006;54;31.971;18
Monday/February 13/2006;57;32.577;19
Tuesday/February 14/2006;55;31.963;18
Wednesday/February 15/2006;56;32.571;19
Thursday/February 16/2006;56;32.570;19
Friday/February 17/2006;52;31.352;17
Saturday/February 18/2006;53;31.350;17
Sunday/February 19/2006;55;31.956;18
Monday/February 20/2006;54;31.346;17
Tuesday/February 21/2006;56;32.563;19
Wednesday/February 22/2006;56;32.563;19
Thursday/February 23/2006;50;30.733;16
Friday/February 24/2006;52;31.327;17
Saturday/February 25/2006;59;33.154;20
Sunday/February 26/2006;57;32.543;19
Monday/February 27/2006;56;32.541;19
Tuesday/February 28/2006;56;32.540;19
Wednesday/March 1/2006;53;31.316;17
Thursday/March 2/2006;56;32.534;19
Friday/March 3/2006;54;31.925;18
Saturday/March 4/2006;55;31.924;18
Sunday/March 5/2006;58;33.138;20
Monday/March 6/2006;55;31.919;18
Tuesday/March 7/2006;49;30.090;15
Wednesday/March 8/2006;54;31.915;18
Thursday/March 9/2006;55;31.914;18
Friday/March 10/2006;55;31.914;18
Saturday/March 11/2006;54;31.912;18
Sunday/March 12/2006;52;31.300;17
Monday/March 13/2006;52;31.300;17
Tuesday/March 14/2006;54;31.909;18
Wednesday/March 15/2006;54;31.908;18
Thursday/March 16/2006;53;31.293;17
Friday/March 17/2006;55;31.901;18
Saturday/March 18/2006;53;31.291;17
Sunday/March 19/2006;58;33.118;20
Monday/March 20/2006;55;31.899;18
Tuesday/March 21/2006;57;32.506;19
Wednesday/March 22/2006;53;31.287;17
Thursday/March 23/2006;52;31.285;17
Friday/March 24/2006;55;31.893;18
Saturday/March 25/2006;55;31.890;18
Sunday/March 26/2006;53;31.279;17
Monday/March 27/2006;52;31.278;17
Tuesday/March 28/2006;55;31.887;18
Wednesday/March 29/2006;58;33.105;20
Thursday/March 30/2006;57;32.496;19
Friday/March 31/2006;54;31.886;18
Saturday/April 1/2006;55;31.885;18
Sunday/April 2/2006;56;32.494;19
Monday/April 3/2006;53;31.273;17
Tuesday/April 4/2006;53;31.271;17
Wednesday/April 5/2006;57;33.096;20
Thursday/April 6/2006;53;31.267;17
Friday/April 7/2006;54;31.876;18
Saturday/April 8/2006;52;30.658;16
Sunday/April 9/2006;54;31.873;18
Monday/April 10/2006;57;32.479;19
Tuesday/April 11/2006;52;31.257;17
Wednesday/April 12/2006;57;32.475;19
Thursday/April 13/2006;56;32.474;19
Friday/April 14/2006;54;31.863;18
Saturday/April 15/2006;54;31.861;18
Sunday/April 16/2006;56;32.468;19
Monday/April 17/2006;59;33.075;20
Tuesday/April 18/2006;56;32.466;19
Wednesday/April 19/2006;54;31.856;18
Thursday/April 20/2006;55;31.855;18
Friday/April 21/2006;57;33.072;20
Saturday/April 22/2006;55;31.853;18
Sunday/April 23/2006;53;31.243;17
Monday/April 24/2006;54;31.851;18
Tuesday/April 25/2006;55;31.850;18
Wednesday/April 26/2006;57;32.458;19
Thursday/April 27/2006;53;31.240;17
Friday/April 28/2006;55;31.848;18
Saturday/April 29/2006;51;30.630;16
Sunday/April 30/2006;51;30.629;16
Monday/May 1/2006;53;31.236;17
Tuesday/May 2/2006;56;32.453;19
Wednesday/May 3/2006;53;31.234;17
Thursday/May 4/2006;54;31.843;18
Friday/May 5/2006;58;33.058;20
Saturday/May 6/2006;51;30.622;16
Sunday/May 7/2006;54;31.839;18
Monday/May 8/2006;54;31.228;17
Tuesday/May 9/2006;55;31.837;18
Wednesday/May 10/2006;54;31.831;18
Thursday/May 11/2006;53;31.220;17
Friday/May 12/2006;57;33.047;20
Saturday/May 13/2006;57;33.047;20
Sunday/May 14/2006;55;32.438;19
Monday/May 15/2006;53;31.219;17
Tuesday/May 16/2006;55;31.827;18
Wednesday/May 17/2006;55;31.827;18
Thursday/May 18/2006;53;31.218;17
Friday/May 19/2006;49;29.999;15
Saturday/May 20/2006;55;31.824;18
Sunday/May 21/2006;50;29.996;15
Monday/May 22/2006;58;33.041;20
Tuesday/May 23/2006;53;31.214;17
Wednesday/May 24/2006;53;31.213;17
Thursday/May 25/2006;52;30.599;16
Friday/May 26/2006;54;31.817;18
Saturday/May 27/2006;57;32.426;19
Sunday/May 28/2006;52;31.207;17
Monday/May 29/2006;57;32.425;19
Tuesday/May 30/2006;58;33.030;20
Wednesday/May 31/2006;52;31.203;17
Thursday/June 1/2006;56;32.420;19
Friday/June 2/2006;56;32.419;19
Saturday/June 3/2006;55;31.810;18
Sunday/June 4/2006;53;31.200;17
Monday/June 5/2006;52;31.200;17
Tuesday/June 6/2006;55;31.809;18
Wednesday/June 7/2006;55;31.808;18
Thursday/June 8/2006;54;31.807;18
Friday/June 9/2006;54;31.805;18
Saturday/June 10/2006;54;31.804;18
Sunday/June 11/2006;54;31.803;18
Monday/June 12/2006;55;32.411;19
Tuesday/June 13/2006;56;32.411;19
Wednesday/June 14/2006;49;29.974;15
Thursday/June 15/2006;54;31.801;18
Friday/June 16/2006;55;32.410;19
Saturday/June 17/2006;54;31.801;18
Sunday/June 18/2006;57;32.409;19
Monday/June 19/2006;55;31.800;18
Tuesday/June 20/2006;55;31.800;18
Wednesday/June 21/2006;56;32.408;19
Thursday/June 22/2006;54;31.799;18
Friday/June 23/2006;56;32.405;19
Saturday/June 24/2006;53;31.186;17
Sunday/June 25/2006;54;31.795;18
Monday/June 26/2006;50;29.967;15
Tuesday/June 27/2006;53;31.184;17
Wednesday/June 28/2006;53;31.183;17
Thursday/June 29/2006;57;32.400;19
Friday/June 30/2006;56;32.400;19
Saturday/July 1/2006;54;31.790;18
Sunday/July 2/2006;53;31.181;17
Monday/July 3/2006;54;31.789;18
Tuesday/July 4/2006;51;30.570;16
Wednesday/July 5/2006;57;32.396;19
Thursday/July 6/2006;52;31.178;17
Friday/July 7/2006;58;33.003;20
Saturday/July 8/2006;57;33.003;20
Sunday/July 9/2006;51;30.563;16
Monday/July 10/2006;56;32.390;19
Tuesday/July 11/2006;56;32.389;19
Wednesday/July 12/2006;55;31.780;18
Thursday/July 13/2006;52;31.171;17
Friday/July 14/2006;53;31.169;17
Saturday/July 15/2006;55;31.776;18
Sunday/July 16/2006;52;31.167;17
Monday/July 17/2006;54;31.776;18
Tuesday/July 18/2006;56;32.384;19
Wednesday/July 19/2006;54;31.774;18
Thursday/July 20/2006;54;31.774;18
Friday/July 21/2006;54;31.772;18
Saturday/July 22/2006;54;31.772;18
Sunday/July 23/2006;54;31.772;18
Monday/July 24/2006;54;31.770;18
Tuesday/July 25/2006;52;30.551;16
Wednesday/July 26/2006;53;31.160;17
Thursday/July 27/2006;54;31.767;18
Friday/July 28/2006;57;32.376;19
Saturday/July 29/2006;54;31.764;18
Sunday/July 30/2006;56;32.372;19
Monday/July 31/2006;52;30.545;16
Tuesday/August 1/2006;55;32.372;19
Wednesday/August 2/2006;55;31.763;18
Thursday/August 3/2006;53;31.154;17
Friday/August 4/2006;51;30.544;16
Saturday/August 5/2006;57;32.371;19
Sunday/August 6/2006;54;31.762;18
Monday/August 7/2006;54;31.762;18
Tuesday/August 8/2006;54;31.761;18
Wednesday/August 9/2006;54;31.151;17
Thursday/August 10/2006;53;31.151;17
Friday/August 11/2006;57;32.369;19
Saturday/August 12/2006;50;29.933;15
Sunday/August 13/2006;53;31.150;17
Monday/August 14/2006;51;30.540;16
Tuesday/August 15/2006;53;31.149;17
Wednesday/August 16/2006;52;30.540;16
Thursday/August 17/2006;56;32.367;19
Friday/August 18/2006;55;31.757;18
Saturday/August 19/2006;57;32.365;19
Sunday/August 20/2006;55;31.756;18
Monday/August 21/2006;54;31.756;18
Tuesday/August 22/2006;51;30.537;16
Wednesday/August 23/2006;54;31.754;18
Thursday/August 24/2006;54;31.753;18
Friday/August 25/2006;50;30.535;16
Saturday/August 26/2006;58;32.970;20
Sunday/August 27/2006;56;32.361;19
Monday/August 28/2006;52;30.533;16
Tuesday/August 29/2006;54;31.751;18
Wednesday/August 30/2006;54;31.751;18
Thursday/August 31/2006;51;30.532;16
Friday/September 1/2006;53;31.141;17
Saturday/September 2/2006;53;31.137;17
Sunday/September 3/2006;53;31.137;17
Monday/September 4/2006;55;31.745;18
Tuesday/September 5/2006;54;31.741;18
Wednesday/September 6/2006;54;31.740;18
Thursday/September 7/2006;49;29.911;15
Friday/September 8/2006;53;31.128;17
Saturday/September 9/2006;55;31.736;18
Sunday/September 10/2006;54;31.127;17
Monday/September 11/2006;51;30.518;16
Tuesday/September 12/2006;55;31.735;18
Wednesday/September 13/2006;54;31.735;18
Thursday/September 14/2006;55;31.733;18
Friday/September 15/2006;53;31.123;17
Saturday/September 16/2006;54;31.731;18
Sunday/September 17/2006;51;30.511;16
Monday/September 18/2006;58;32.947;20
Tuesday/September 19/2006;54;31.729;18
Wednesday/September 20/2006;56;32.337;19
Thursday/September 21/2006;59;32.944;20
Friday/September 22/2006;54;31.725;18
Saturday/September 23/2006;55;31.725;18
Sunday/September 24/2006;52;31.116;17
Monday/September 25/2006;53;31.114;17
Tuesday/September 26/2006;52;31.114;17
Wednesday/September 27/2006;57;32.328;19
Thursday/September 28/2006;54;31.719;18
Friday/September 29/2006;57;32.937;20
Saturday/September 30/2006;51;30.498;16
Sunday/October 1/2006;54;31.716;18
Monday/October 2/2006;52;30.495;16
Tuesday/October 3/2006;54;31.712;18
Wednesday/October 4/2006;57;32.321;19
Thursday/October 5/2006;55;31.712;18
Friday/October 6/2006;55;32.320;19
Saturday/October 7/2006;52;31.098;17
Sunday/October 8/2006;55;31.707;18
Monday/October 9/2006;51;30.489;16
Tuesday/October 10/2006;56;32.313;19
Wednesday/October 11/2006;54;31.704;18
Thursday/October 12/2006;55;32.310;19
Friday/October 13/2006;53;31.091;17
Saturday/October 14/2006;56;32.308;19
Sunday/October 15/2006;49;29.870;15
Monday/October 16/2006;54;31.697;18
Tuesday/October 17/2006;51;30.471;16
Wednesday/October 18/2006;57;32.297;19
Thursday/October 19/2006;54;31.079;17
Friday/October 20/2006;55;31.686;18
Saturday/October 21/2006;53;31.076;17
Sunday/October 22/2006;52;31.072;17
Monday/October 23/2006;51;30.461;16
Tuesday/October 24/2006;53;31.069;17
Wednesday/October 25/2006;55;31.676;18
Thursday/October 26/2006;52;31.066;17
Friday/October 27/2006;54;31.063;17
Saturday/October 28/2006;57;32.281;19
Sunday/October 29/2006;52;31.063;17
Monday/October 30/2006;53;31.061;17
Tuesday/October 31/2006;57;32.279;19
Wednesday/November 1/2006;51;30.450;16
Thursday/November 2/2006;52;31.058;17
Friday/November 3/2006;51;30.447;16
Saturday/November 4/2006;53;31.056;17
Sunday/November 5/2006;54;31.665;18
Monday/November 6/2006;54;31.663;18
Tuesday/November 7/2006;54;31.663;18
Wednesday/November 8/2006;52;30.444;16
Thursday/November 9/2006;58;32.879;20
Friday/November 10/2006;52;31.052;17
Saturday/November 11/2006;53;31.048;17
Sunday/November 12/2006;53;31.048;17
Monday/November 13/2006;57;32.261;19
Tuesday/November 14/2006;55;31.652;18
Wednesday/November 15/2006;56;32.260;19
Thursday/November 16/2006;56;32.259;19
Friday/November 17/2006;54;31.650;18
Saturday/November 18/2006;57;32.259;19
Sunday/November 19/2006;49;29.819;15
Monday/November 20/2006;51;30.428;16
Tuesday/November 21/2006;54;31.643;18
Wednesday/November 22/2006;56;32.252;19
Thursday/November 23/2006;56;32.251;19
Friday/November 24/2006;55;31.642;18
Saturday/November 25/2006;55;31.642;18
Sunday/November 26/2006;53;31.029;17
Monday/November 27/2006;57;32.855;20
Tuesday/November 28/2006;52;30.418;16
Wednesday/November 29/2006;54;31.636;18
Thursday/November 30/2006;56;32.245;19
Friday/December 1/2006;51;30.416;16
Saturday/December 2/2006;54;31.634;18
Sunday/December 3/2006;51;30.415;16
Monday/December 4/2006;50;30.414;16
Tuesday/December 5/2006;55;31.630;18
Wednesday/December 6/2006;56;32.237;19
Thursday/December 7/2006;51;30.410;16
Friday/December 8/2006;53;31.018;17
Saturday/December 9/2006;53;31.017;17
Sunday/December 10/2006;51;30.408;16
Monday/December 11/2006;51;30.407;16
Tuesday/December 12/2006;55;32.233;19
Wednesday/December 13/2006;51;30.405;16
Thursday/December 14/2006;57;32.230;19
Friday/December 15/2006;55;31.618;18
Saturday/December 16/2006;56;32.224;19
Sunday/December 17/2006;55;32.223;19
Monday/December 18/2006;58;32.832;20
Tuesday/December 19/2006;53;31.003;17
Wednesday/December 20/2006;53;31.000;17
Thursday/December 21/2006;50;30.389;16
Friday/December 22/2006;52;30.388;16
Saturday/December 23/2006;55;31.604;18
Sunday/December 24/2006;54;31.603;18
Monday/December 25/2006;53;30.991;17
Tuesday/December 26/2006;53;30.987;17
Wednesday/December 27/2006;50;30.378;16
Thursday/December 28/2006;51;30.376;16
Friday/December 29/2006;51;30.375;16
Saturday/December 30/2006;49;29.762;15
Sunday/December 31/2006;53;30.973;17
Monday/January 1/2007;53;30.972;17
Tuesday/January 2/2007;53;30.969;17
Wednesday/January 3/2007;53;30.968;17
Thursday/January 4/2007;52;30.966;17
Friday/January 5/2007;50;30.350;16
Saturday/January 6/2007;52;30.957;17
Sunday/January 7/2007;55;31.564;18
Monday/January 8/2007;52;30.954;17
Tuesday/January 9/2007;53;30.951;17
Wednesday/January 10/2007;56;32.163;19
Thursday/January 11/2007;51;30.334;16
Friday/January 12/2007;52;30.943;17
Saturday/January 13/2007;53;30.942;17
Sunday/January 14/2007;52;30.332;16
Monday/January 15/2007;53;30.935;17
Tuesday/January 16/2007;54;31.542;18
Wednesday/January 17/2007;55;31.531;18
Thursday/January 18/2007;54;31.524;18
Friday/January 19/2007;57;32.122;19
Saturday/January 20/2007;52;30.862;17
Sunday/January 21/2007;51;30.249;16
Monday/January 22/2007;55;29.020;18
Tuesday/January 23/2007;88;48.486;31
Wednesday/January 24/2007;87;47.849;30
Thursday/January 25/2007;89;48.448;31
Friday/January 26/2007;83;46.614;28
Saturday/January 27/2007;87;47.809;30
Sunday/January 28/2007;87;47.807;30
Monday/January 29/2007;85;47.193;29
Tuesday/January 30/2007;88;48.410;31
Wednesday/January 31/2007;88;48.407;31
Thursday/February 1/2007;87;47.793;30
Friday/February 2/2007;88;48.402;31
Saturday/February 3/2007;82;45.965;27
Sunday/February 4/2007;87;47.786;30
Monday/February 5/2007;85;47.168;29
Tuesday/February 6/2007;89;48.381;31
Wednesday/February 7/2007;84;46.553;28
Thursday/February 8/2007;89;48.380;31
Friday/February 9/2007;91;48.988;32
Saturday/February 10/2007;91;48.984;32
Sunday/February 11/2007;87;47.760;30
Monday/February 12/2007;88;48.369;31
Tuesday/February 13/2007;87;47.756;30
Wednesday/February 14/2007;85;47.146;29
Thursday/February 15/2007;87;47.754;30
Friday/February 16/2007;84;46.529;28
Saturday/February 17/2007;85;47.137;29
Sunday/February 18/2007;84;47.132;29
Monday/February 19/2007;89;48.348;31
Tuesday/February 20/2007;83;46.520;28
Wednesday/February 21/2007;86;47.733;30
Thursday/February 22/2007;86;47.124;29
Friday/February 23/2007;88;47.729;30
Saturday/February 24/2007;85;47.118;29
Sunday/February 25/2007;84;46.508;28
Monday/February 26/2007;87;47.723;30
Tuesday/February 27/2007;88;48.330;31
Wednesday/February 28/2007;88;48.330;31
Thursday/March 1/2007;85;47.112;29
Friday/March 2/2007;86;47.720;30
Saturday/March 3/2007;86;47.719;30
Sunday/March 4/2007;86;47.110;29
Monday/March 5/2007;84;46.500;28
Tuesday/March 6/2007;87;47.716;30
Wednesday/March 7/2007;83;46.498;28
Thursday/March 8/2007;88;48.322;31
Friday/March 9/2007;88;47.713;30
Saturday/March 10/2007;87;47.712;30
Sunday/March 11/2007;87;47.710;30
Monday/March 12/2007;87;47.710;30
Tuesday/March 13/2007;89;48.313;31
Wednesday/March 14/2007;88;48.309;31
Thursday/March 15/2007;87;47.699;30
Friday/March 16/2007;86;47.698;30
Saturday/March 17/2007;86;47.698;30
Sunday/March 18/2007;87;47.694;30
Monday/March 19/2007;91;48.912;32
Tuesday/March 20/2007;87;47.693;30
Wednesday/March 21/2007;87;47.690;30
Thursday/March 22/2007;86;47.080;29
Friday/March 23/2007;88;48.295;31
Saturday/March 24/2007;88;48.294;31
Sunday/March 25/2007;83;46.466;28
Monday/March 26/2007;84;47.075;29
Tuesday/March 27/2007;90;48.901;32
Wednesday/March 28/2007;87;47.681;30
Thursday/March 29/2007;86;47.681;30
Friday/March 30/2007;86;47.069;29
Saturday/March 31/2007;88;48.286;31
Sunday/April 1/2007;89;48.285;31
Monday/April 2/2007;88;48.282;31
Tuesday/April 3/2007;86;47.673;30
Wednesday/April 4/2007;88;47.671;30
Thursday/April 5/2007;87;47.670;30
Friday/April 6/2007;87;47.669;30
Saturday/April 7/2007;87;47.660;30
Sunday/April 8/2007;88;48.265;31
Monday/April 9/2007;87;47.655;30
Tuesday/April 10/2007;86;47.046;29
Wednesday/April 11/2007;86;47.653;30
Thursday/April 12/2007;89;48.258;31
Friday/April 13/2007;87;47.647;30
Saturday/April 14/2007;88;47.647;30
Sunday/April 15/2007;89;48.256;31
Monday/April 16/2007;86;47.645;30
Tuesday/April 17/2007;86;47.032;29
Wednesday/April 18/2007;83;46.418;28
Thursday/April 19/2007;82;45.808;27
Friday/April 20/2007;88;48.244;31
Saturday/April 21/2007;86;47.025;29
Sunday/April 22/2007;86;47.631;30
Monday/April 23/2007;85;47.022;29
Tuesday/April 24/2007;85;47.016;29
Wednesday/April 25/2007;89;48.231;31
Thursday/April 26/2007;87;47.621;30
Friday/April 27/2007;87;47.616;30
Saturday/April 28/2007;88;48.222;31
Sunday/April 29/2007;87;47.612;30
Monday/April 30/2007;89;48.220;31
Tuesday/May 1/2007;87;47.610;30
Wednesday/May 2/2007;90;48.826;32
Thursday/May 3/2007;85;46.999;29
Friday/May 4/2007;88;47.607;30
Saturday/May 5/2007;86;46.998;29
Sunday/May 6/2007;83;46.386;28
Monday/May 7/2007;88;47.602;30
Tuesday/May 8/2007;90;48.818;32
Wednesday/May 9/2007;85;46.991;29
Thursday/May 10/2007;84;46.989;29
Friday/May 11/2007;86;47.597;30
Saturday/May 12/2007;89;48.203;31
Sunday/May 13/2007;87;47.593;30
Monday/May 14/2007;88;48.200;31
Tuesday/May 15/2007;86;47.590;30
Wednesday/May 16/2007;89;48.197;31
Thursday/May 17/2007;87;47.585;30
Friday/May 18/2007;88;48.194;31
Saturday/May 19/2007;85;46.971;29
Sunday/May 20/2007;88;48.188;31
Monday/May 21/2007;86;46.966;29
Tuesday/May 22/2007;87;47.569;30
Wednesday/May 23/2007;87;47.569;30
Thursday/May 24/2007;87;47.568;30
Friday/May 25/2007;89;48.174;31
Saturday/May 26/2007;87;47.565;30
Sunday/May 27/2007;85;46.950;29
Monday/May 28/2007;89;48.164;31
Tuesday/May 29/2007;87;47.552;30
Wednesday/May 30/2007;85;46.941;29
Thursday/May 31/2007;85;46.941;29
Friday/June 1/2007;87;47.548;30
Saturday/June 2/2007;87;47.548;30
Sunday/June 3/2007;85;46.937;29
Monday/June 4/2007;89;48.155;31
Tuesday/June 5/2007;88;48.154;31
Wednesday/June 6/2007;87;47.542;30
Thursday/June 7/2007;89;48.151;31
Friday/June 8/2007;89;48.150;31
Saturday/June 9/2007;88;48.149;31
Sunday/June 10/2007;87;47.539;30
Monday/June 11/2007;86;46.925;29
Tuesday/June 12/2007;89;48.143;31
Wednesday/June 13/2007;87;47.530;30
Thursday/June 14/2007;89;48.139;31
Friday/June 15/2007;83;46.310;28
Saturday/June 16/2007;89;48.134;31
Sunday/June 17/2007;87;47.525;30
Monday/June 18/2007;85;46.916;29
Tuesday/June 19/2007;89;48.134;31
Wednesday/June 20/2007;85;46.913;29
Thursday/June 21/2007;88;48.122;31
Friday/June 22/2007;86;47.512;30
Saturday/June 23/2007;87;47.511;30
Sunday/June 24/2007;90;48.119;31
Monday/June 25/2007;88;47.510;30
Tuesday/June 26/2007;88;48.117;31
Wednesday/June 27/2007;85;46.899;29
Thursday/June 28/2007;88;48.116;31
Friday/June 29/2007;85;46.898;29
Saturday/June 30/2007;90;48.724;32
Sunday/July 1/2007;87;47.503;30
Monday/July 2/2007;85;46.891;29
Tuesday/July 3/2007;87;47.499;30
Wednesday/July 4/2007;86;46.887;29
Thursday/July 5/2007;87;47.495;30
Friday/July 6/2007;85;46.881;29
Saturday/July 7/2007;86;47.489;30
Sunday/July 8/2007;84;46.880;29
Monday/July 9/2007;87;47.483;30
Tuesday/July 10/2007;88;48.092;31
Wednesday/July 11/2007;88;48.079;31
Thursday/July 12/2007;85;46.860;29
Friday/July 13/2007;83;46.251;28
Saturday/July 14/2007;89;48.074;31
Sunday/July 15/2007;87;47.459;30
Monday/July 16/2007;86;47.452;30
Tuesday/July 17/2007;90;48.060;31
Wednesday/July 18/2007;88;48.059;31
Thursday/July 19/2007;85;46.839;29
Friday/July 20/2007;85;46.835;29
Saturday/July 21/2007;88;48.032;31
Sunday/July 22/2007;83;46.200;28
Monday/July 23/2007;90;48.635;32
Tuesday/July 24/2007;89;48.019;31
Wednesday/July 25/2007;87;47.397;30
Thursday/July 26/2007;84;44.969;28
Friday/July 27/2007;81;44.356;27
Saturday/July 28/2007;81;44.355;27
Sunday/July 29/2007;82;44.341;27
Monday/July 30/2007;81;44.329;27
Tuesday/July 31/2007;80;43.700;26
Wednesday/August 1/2007;85;45.527;29
Thursday/August 2/2007;85;45.523;29
Friday/August 3/2007;84;44.910;28
Saturday/August 4/2007;85;45.515;29
Sunday/August 5/2007;85;45.512;29
Monday/August 6/2007;82;44.896;28
Tuesday/August 7/2007;84;44.895;28
Wednesday/August 8/2007;83;44.888;28
Thursday/August 9/2007;79;43.665;26
Friday/August 10/2007;85;45.487;29
