ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio,Abandono_curso
115,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,20/09/2022,0.0,118,0
116,20,public,Cursando o 3º ano do Ensino Médio,RJ,Duque de Caxias,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,1
120,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/09/2022,64.0,118,1
121,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,1.0,118,1
122,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,20/09/2022,2.0,118,0
123,21,public,Cursando o 3º ano do Ensino Médio,SP,São Caetano do Sul,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Influenciador,Já concluí,20/09/2022,0.0,118,1
124,19,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Já concluí,20/09/2022,78.0,118,1
125,21,public,Cursando o 3º ano do Ensino Médio,SP,Franco da Rocha,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,20/09/2022,0.0,118,0
126,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Divulgação do iFood,Manhã,20/09/2022,0.0,118,1
130,18,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Junior Achievement,Manhã,20/09/2022,0.0,118,1
131,22,public,Cursando o 3º ano do Ensino Médio,RJ,Belford Roxo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Google,Já concluí,20/09/2022,2.0,118,1
132,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,1
133,22,public,Ensino Médio concluído e não estudando,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Instituto Cyrela,Já concluí,20/09/2022,0.0,118,0
134,21,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Divulgação na escola,Já concluí,20/09/2022,0.0,118,0
135,17,public,Cursando o 3º ano do Ensino Médio,RJ,Macaé,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Computador/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Manhã,20/09/2022,0.0,118,0
136,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Google,Noite,20/09/2022,0.0,118,1
140,22,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,1
141,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Não sei dizer,Celular próprio,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,20/09/2022,0.0,118,1
142,19,public,Cursando o 3º ano do Ensino Médio,SP,Cajamar,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Noite,20/09/2022,0.0,118,1
143,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Já concluí,20/09/2022,0.0,118,0
144,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Já concluí,20/09/2022,0.0,118,1
145,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,20/09/2022,0.0,118,1
146,18,public,Cursando o Ensino Superior,SC,São José,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Cartaz ou folheto,Já concluí,20/09/2022,59.0,118,0
150,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Manhã,20/09/2022,1.0,118,1
151,18,public,Cursando o 3º ano do Ensino Médio,RJ,Japeri,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação do iFood,Manhã,20/09/2022,0.0,118,1
152,17,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Facebook,Manhã,20/09/2022,0.0,118,1
153,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,20/09/2022,2.0,118,0
154,22,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Junior Achievement,Já concluí,20/09/2022,0.0,118,1
155,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,20/09/2022,0.0,118,1
156,19,public,Cursando o 3º ano do Ensino Médio,SC,Águas Mornas,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/09/2022,0.0,118,1
160,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/09/2022,7.0,118,1
161,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Tablet compartilhado/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Manhã,20/09/2022,0.0,118,0
162,18,public,Ensino Médio concluído e não estudando,RJ,Volta Redonda,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Manhã,20/09/2022,67.0,118,0
163,18,public,Cursando o 3º ano do Ensino Médio,RS,Gravataí,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Manhã,20/09/2022,1.0,118,0
164,20,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Site de notícias,Já concluí,20/09/2022,7.0,118,0
165,18,public,Cursando o 3º ano do Ensino Médio,SP,Mogi das Cruzes,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,1.0,118,0
166,19,public,Cursando o 3º ano do Ensino Médio,SP,Barueri,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Já concluí,20/09/2022,0.0,118,1
170,18,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/09/2022,0.0,118,1
171,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,6,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,0
172,19,public,Cursando o 3º ano do Ensino Médio,SP,Guarulhos,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,1
173,21,public,Cursando o 3º ano do Ensino Médio,SP,Santos,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/09/2022,0.0,118,0
174,19,public,Cursando o 3º ano do Ensino Médio,SP,Jandira,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,20/09/2022,0.0,118,1
175,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Quase nada,Computador/Celular próprio,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Já concluí,20/09/2022,0.0,118,1
176,18,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Junior Achievement,Manhã,20/09/2022,1.0,118,1
180,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,1
181,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),ETEC ou cursos do Centro Paula Souza,Manhã,20/09/2022,0.0,118,1
182,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),LinkedIn,Já concluí,20/09/2022,66.0,118,1
183,18,scholarship,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet 4G,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Manhã,20/09/2022,0.0,118,1
184,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,20/09/2022,2.0,118,0
185,19,public,Cursando o 3º ano do Ensino Médio,SP,Embu das Artes,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/09/2022,0.0,118,0
186,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Já concluí,20/09/2022,60.0,118,1
190,18,public,Ensino Médio concluído e não estudando,SC,Palhoça,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Manhã,20/09/2022,0.0,118,0
191,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/09/2022,1.0,118,0
192,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,20/09/2022,1.0,118,0
193,17,public,Cursando o 3º ano do Ensino Médio,RJ,Nova Iguaçu,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,2,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Manhã,20/09/2022,2.0,118,1
194,18,public,Cursando o 3º ano do Ensino Médio,SP,Taboão da Serra,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Junior Achievement,Noite,20/09/2022,1.0,118,1
195,19,public,Ensino Médio concluído e não estudando,SP,São Bernardo do Campo,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),ETEC ou cursos do Centro Paula Souza,Já concluí,20/09/2022,0.0,118,0
